Log file created at: 2023/08/21 15:46:36
Running on machine: gpm-AGV
Log line format: [IWEF]mmdd hh:mm:ss.uuuuuu threadid file:line] msg
I0821 15:46:36.396052  5174 battery_inner.cpp:303] [battery] Version:V.1.1.1
I0821 15:46:36.483827  5174 battery_inner.cpp:269] ID, Level(%), Voltage(mV), ChargeCurrent(mA), DischargeCurrent(mA), Temperature(C)
I0821 15:47:12.038776  5174 battery_inner.cpp:286] 1, 86, 25612, 0, 4290, 28
I0821 15:47:12.038786  5174 battery_inner.cpp:286] 2, 86, 25612, 0, 3980, 26
I0821 15:47:13.038694  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:13.038772  5174 battery_inner.cpp:286] 1, 86, 25615, 0, 4080, 28
I0821 15:47:13.038782  5174 battery_inner.cpp:286] 2, 86, 25612, 0, 3940, 26
I0821 15:47:14.038690  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:14.038825  5174 battery_inner.cpp:286] 1, 86, 25616, 0, 4120, 28
I0821 15:47:14.038839  5174 battery_inner.cpp:286] 2, 86, 25609, 0, 3960, 26
I0821 15:47:15.038678  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:15.038739  5174 battery_inner.cpp:286] 1, 86, 25617, 0, 4040, 28
I0821 15:47:15.038748  5174 battery_inner.cpp:286] 2, 86, 25612, 0, 3940, 26
I0821 15:47:16.038781  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:16.038890  5174 battery_inner.cpp:286] 1, 86, 25615, 0, 4060, 28
I0821 15:47:16.038899  5174 battery_inner.cpp:286] 2, 86, 25611, 0, 3900, 26
I0821 15:47:17.038695  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:17.038755  5174 battery_inner.cpp:286] 1, 86, 25614, 0, 4130, 28
I0821 15:47:17.038764  5174 battery_inner.cpp:286] 2, 86, 25607, 0, 3950, 26
I0821 15:47:18.038669  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:18.038792  5174 battery_inner.cpp:286] 1, 86, 25612, 0, 4100, 28
I0821 15:47:18.038820  5174 battery_inner.cpp:286] 2, 86, 25612, 0, 3950, 26
I0821 15:47:19.038712  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:19.039111  5174 battery_inner.cpp:286] 1, 86, 25615, 0, 4080, 28
I0821 15:47:19.039130  5174 battery_inner.cpp:286] 2, 86, 25612, 0, 3900, 26
I0821 15:47:20.038594  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:20.038707  5174 battery_inner.cpp:286] 1, 86, 25617, 0, 4060, 28
I0821 15:47:20.038720  5174 battery_inner.cpp:286] 2, 86, 25611, 0, 3920, 26
I0821 15:47:21.038713  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:21.038811  5174 battery_inner.cpp:286] 1, 86, 25613, 0, 4140, 28
I0821 15:47:21.038825  5174 battery_inner.cpp:286] 2, 86, 25607, 0, 3910, 26
I0821 15:47:22.038585  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:22.038690  5174 battery_inner.cpp:286] 1, 86, 25615, 0, 4080, 28
I0821 15:47:22.038717  5174 battery_inner.cpp:286] 2, 86, 25612, 0, 3870, 26
I0821 15:47:23.038713  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:23.038820  5174 battery_inner.cpp:286] 1, 86, 25613, 0, 4070, 28
I0821 15:47:23.038846  5174 battery_inner.cpp:286] 2, 86, 25610, 0, 3870, 26
I0821 15:47:24.038547  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:24.038655  5174 battery_inner.cpp:286] 1, 86, 25615, 0, 4080, 28
I0821 15:47:24.038671  5174 battery_inner.cpp:286] 2, 86, 25614, 0, 3940, 26
I0821 15:47:25.038668  5174 battery_inner.cpp:286] 0, 86, 256, 0, 390, 27
I0821 15:47:25.038790  5174 battery_inner.cpp:286] 1, 86, 25602, 0, 4090, 28
I0821 15:47:25.038800  5174 battery_inner.cpp:286] 2, 86, 25620, 0, 3690, 26
I0821 15:47:26.038655  5174 battery_inner.cpp:286] 0, 86, 256, 0, 390, 27
I0821 15:47:26.038760  5174 battery_inner.cpp:286] 1, 86, 25620, 0, 3990, 28
I0821 15:47:26.038769  5174 battery_inner.cpp:286] 2, 86, 25615, 0, 3800, 26
I0821 15:47:27.038534  5174 battery_inner.cpp:286] 0, 86, 256, 0, 380, 27
I0821 15:47:27.038631  5174 battery_inner.cpp:286] 1, 86, 25628, 0, 3850, 28
I0821 15:47:27.038657  5174 battery_inner.cpp:286] 2, 86, 25624, 0, 3620, 26
I0821 15:47:28.038705  5174 battery_inner.cpp:286] 0, 86, 256, 0, 390, 27
I0821 15:47:28.038725  5174 battery_inner.cpp:286] 1, 86, 25628, 0, 3770, 28
I0821 15:47:28.038731  5174 battery_inner.cpp:286] 2, 86, 25599, 0, 4160, 26
I0821 15:47:29.038561  5174 battery_inner.cpp:286] 0, 86, 256, 0, 370, 27
I0821 15:47:29.038594  5174 battery_inner.cpp:286] 1, 86, 25630, 0, 3730, 28
I0821 15:47:29.038604  5174 battery_inner.cpp:286] 2, 86, 25626, 0, 3610, 26
I0821 15:47:30.038592  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:30.038673  5174 battery_inner.cpp:286] 1, 86, 25616, 0, 4070, 28
I0821 15:47:30.038700  5174 battery_inner.cpp:286] 2, 86, 25610, 0, 3860, 26
I0821 15:47:31.038661  5174 battery_inner.cpp:286] 0, 86, 256, 0, 390, 27
I0821 15:47:31.038794  5174 battery_inner.cpp:286] 1, 86, 25620, 0, 3930, 28
I0821 15:47:31.038820  5174 battery_inner.cpp:286] 2, 86, 25617, 0, 3810, 26
I0821 15:47:32.038599  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:32.038650  5174 battery_inner.cpp:286] 1, 86, 25618, 0, 4010, 28
I0821 15:47:32.038659  5174 battery_inner.cpp:286] 2, 86, 25613, 0, 3850, 26
I0821 15:47:33.038483  5174 battery_inner.cpp:286] 0, 86, 256, 0, 410, 27
I0821 15:47:33.038564  5174 battery_inner.cpp:286] 1, 86, 25612, 0, 4030, 28
I0821 15:47:33.038573  5174 battery_inner.cpp:286] 2, 86, 25604, 0, 4130, 26
I0821 15:47:34.038537  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:34.038599  5174 battery_inner.cpp:286] 1, 86, 25612, 0, 4130, 28
I0821 15:47:34.038611  5174 battery_inner.cpp:286] 2, 86, 25607, 0, 3990, 26
I0821 15:47:37.512068  5174 battery_inner.cpp:149] [battery] SocketErrorCount = 1
I0821 15:47:37.596307  5174 battery_inner.cpp:286] 0, 86, 256, 0, 410, 27
I0821 15:47:37.596398  5174 battery_inner.cpp:286] 1, 86, 25611, 0, 4140, 28
I0821 15:47:37.596414  5174 battery_inner.cpp:286] 2, 86, 25607, 0, 4010, 26
I0821 15:47:38.596413  5174 battery_inner.cpp:286] 0, 86, 256, 0, 410, 27
I0821 15:47:38.596486  5174 battery_inner.cpp:286] 1, 86, 25610, 0, 4150, 28
I0821 15:47:38.596495  5174 battery_inner.cpp:286] 2, 86, 25606, 0, 4000, 26
I0821 15:47:39.596482  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:39.596587  5174 battery_inner.cpp:286] 1, 86, 25611, 0, 4140, 28
I0821 15:47:39.596601  5174 battery_inner.cpp:286] 2, 86, 25607, 0, 3990, 26
I0821 15:47:40.596349  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:40.596411  5174 battery_inner.cpp:286] 1, 86, 25610, 0, 4140, 28
I0821 15:47:40.596434  5174 battery_inner.cpp:286] 2, 86, 25607, 0, 3990, 26
I0821 15:47:41.596385  5174 battery_inner.cpp:269] ID, Level(%), Voltage(mV), ChargeCurrent(mA), DischargeCurrent(mA), Temperature(C)
I0821 15:47:41.596498  5174 battery_inner.cpp:271] Serial Number: 20220811001005, 20220811001005
I0821 15:47:41.596509  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:41.596516  5174 battery_inner.cpp:286] 1, 86, 25609, 0, 4170, 28
I0821 15:47:41.596522  5174 battery_inner.cpp:286] 2, 86, 25605, 0, 3990, 26
I0821 15:47:42.596328  5174 battery_inner.cpp:286] 0, 86, 256, 0, 420, 27
I0821 15:47:42.596419  5174 battery_inner.cpp:286] 1, 86, 25608, 0, 4200, 28
I0821 15:47:42.596431  5174 battery_inner.cpp:286] 2, 86, 25601, 0, 4100, 26
I0821 15:47:43.596297  5174 battery_inner.cpp:286] 0, 86, 256, 0, 420, 27
I0821 15:47:43.596369  5174 battery_inner.cpp:286] 1, 86, 25606, 0, 4240, 28
I0821 15:47:43.596382  5174 battery_inner.cpp:286] 2, 86, 25602, 0, 4090, 26
I0821 15:47:44.596413  5174 battery_inner.cpp:286] 0, 86, 256, 0, 410, 27
I0821 15:47:44.596493  5174 battery_inner.cpp:286] 1, 86, 25610, 0, 4190, 28
I0821 15:47:44.596500  5174 battery_inner.cpp:286] 2, 86, 25604, 0, 4030, 26
I0821 15:47:45.596379  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:45.596410  5174 battery_inner.cpp:286] 1, 86, 25613, 0, 4040, 28
I0821 15:47:45.596418  5174 battery_inner.cpp:286] 2, 86, 25610, 0, 3900, 26
I0821 15:47:46.596371  5174 battery_inner.cpp:286] 0, 86, 255, 0, 440, 27
I0821 15:47:46.596482  5174 battery_inner.cpp:286] 1, 86, 25601, 0, 4400, 28
I0821 15:47:46.596496  5174 battery_inner.cpp:286] 2, 86, 25595, 0, 4230, 26
I0821 15:47:47.596443  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:47.596567  5174 battery_inner.cpp:286] 1, 86, 25612, 0, 4100, 28
I0821 15:47:47.596596  5174 battery_inner.cpp:286] 2, 86, 25607, 0, 3940, 26
I0821 15:47:48.596446  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:48.596534  5174 battery_inner.cpp:286] 1, 86, 25614, 0, 4040, 28
I0821 15:47:48.596582  5174 battery_inner.cpp:286] 2, 86, 25610, 0, 3910, 26
I0821 15:47:49.596326  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:49.596422  5174 battery_inner.cpp:286] 1, 86, 25615, 0, 4020, 28
I0821 15:47:49.596447  5174 battery_inner.cpp:286] 2, 86, 25612, 0, 3890, 26
I0821 15:47:50.596426  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:50.596475  5174 battery_inner.cpp:286] 1, 86, 25615, 0, 4030, 28
I0821 15:47:50.596499  5174 battery_inner.cpp:286] 2, 86, 25610, 0, 3900, 26
I0821 15:47:51.596396  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:51.596503  5174 battery_inner.cpp:286] 1, 86, 25615, 0, 4020, 28
I0821 15:47:51.596525  5174 battery_inner.cpp:286] 2, 86, 25613, 0, 3890, 26
I0821 15:47:52.596452  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:52.596750  5174 battery_inner.cpp:286] 1, 86, 25616, 0, 4010, 28
I0821 15:47:52.596765  5174 battery_inner.cpp:286] 2, 86, 25607, 0, 3910, 26
I0821 15:47:53.596354  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:53.596431  5174 battery_inner.cpp:286] 1, 86, 25615, 0, 4020, 28
I0821 15:47:53.596441  5174 battery_inner.cpp:286] 2, 86, 25611, 0, 3870, 26
I0821 15:47:54.596354  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:54.596428  5174 battery_inner.cpp:286] 1, 86, 25615, 0, 4010, 28
I0821 15:47:54.596452  5174 battery_inner.cpp:286] 2, 86, 25611, 0, 3870, 26
I0821 15:47:55.596302  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:55.596347  5174 battery_inner.cpp:286] 1, 86, 25615, 0, 4030, 28
I0821 15:47:55.596355  5174 battery_inner.cpp:286] 2, 86, 25611, 0, 3890, 26
I0821 15:47:56.596302  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:56.596385  5174 battery_inner.cpp:286] 1, 86, 25614, 0, 4060, 28
I0821 15:47:56.596410  5174 battery_inner.cpp:286] 2, 86, 25610, 0, 3910, 26
I0821 15:47:57.596458  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:57.598794  5174 battery_inner.cpp:286] 1, 86, 25616, 0, 4000, 28
I0821 15:47:57.598810  5174 battery_inner.cpp:286] 2, 86, 25612, 0, 3870, 26
I0821 15:47:58.596421  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:47:58.597882  5174 battery_inner.cpp:286] 1, 86, 25617, 0, 4010, 28
I0821 15:47:58.597942  5174 battery_inner.cpp:286] 2, 86, 25612, 0, 3870, 26
I0821 15:47:59.596397  5174 battery_inner.cpp:286] 0, 86, 256, 0, 390, 27
I0821 15:47:59.596515  5174 battery_inner.cpp:286] 1, 86, 25617, 0, 3980, 28
I0821 15:47:59.596524  5174 battery_inner.cpp:286] 2, 86, 25612, 0, 3850, 26
I0821 15:48:00.596331  5174 battery_inner.cpp:286] 0, 86, 256, 0, 400, 27
I0821 15:48:00.596477  5174 battery_inner.cpp:286] 1, 86, 25616, 0, 4000, 28
I0821 15:48:00.596491  5174 battery_inner.cpp:286] 2, 86, 25612, 0, 3860, 26
I0821 15:48:01.596318  5174 battery_inner.cpp:286] 0, 86, 256, 0, 390, 27
I0821 15:48:01.596408  5174 battery_inner.cpp:286] 1, 86, 25612, 0, 3910, 28
I0821 15:48:01.596417  5174 battery_inner.cpp:286] 2, 86, 25607, 0, 3960, 26
I0821 15:48:02.596398  5174 battery_inner.cpp:286] 0, 86, 256, 0, 380, 27
I0821 15:48:02.596464  5174 battery_inner.cpp:286] 1, 86, 25622, 0, 3860, 28
I0821 15:48:02.596475  5174 battery_inner.cpp:286] 2, 86, 25627, 0, 3780, 26
I0821 15:48:03.596383  5174 battery_inner.cpp:286] 0, 86, 256, 0, 380, 27
I0821 15:48:03.596498  5174 battery_inner.cpp:286] 1, 86, 25625, 0, 3810, 28
I0821 15:48:03.596529  5174 battery_inner.cpp:286] 2, 86, 25620, 0, 3690, 26
I0821 15:48:04.596419  5174 battery_inner.cpp:286] 0, 86, 256, 0, 390, 27
I0821 15:48:04.596475  5174 battery_inner.cpp:286] 1, 86, 25620, 0, 3960, 28
I0821 15:48:04.596484  5174 battery_inner.cpp:286] 2, 86, 25606, 0, 3970, 26
I0821 15:48:05.596609  5174 battery_inner.cpp:286] 0, 86, 255, 0, 420, 27
I0821 15:48:05.596709  5174 battery_inner.cpp:286] 1, 86, 25603, 0, 4290, 28
I0821 15:48:05.596724  5174 battery_inner.cpp:286] 2, 86, 25599, 0, 4130, 26
I0821 15:48:06.596414  5174 battery_inner.cpp:286] 0, 86, 255, 0, 420, 27
I0821 15:48:06.596498  5174 battery_inner.cpp:286] 1, 86, 25602, 0, 4320, 28
I0821 15:48:06.596537  5174 battery_inner.cpp:286] 2, 86, 25598, 0, 4160, 26
I0821 15:48:07.596335  5174 battery_inner.cpp:286] 0, 86, 256, 0, 410, 27
I0821 15:48:07.596379  5174 battery_inner.cpp:286] 1, 86, 25604, 0, 4180, 28
I0821 15:48:07.596390  5174 battery_inner.cpp:286] 2, 86, 25602, 0, 4070, 26
I0821 15:48:08.596400  5174 battery_inner.cpp:286] 0, 86, 256, 0, 390, 27
I0821 15:48:08.596496  5174 battery_inner.cpp:286] 1, 86, 25618, 0, 3940, 28
I0821 15:48:08.596505  5174 battery_inner.cpp:286] 2, 86, 25613, 0, 3820, 26
I0821 15:48:09.596485  5174 battery_inner.cpp:286] 0, 86, 256, 0, 390, 27
I0821 15:48:09.596519  5174 battery_inner.cpp:286] 1, 86, 25620, 0, 3920, 28
I0821 15:48:09.596527  5174 battery_inner.cpp:286] 2, 86, 25612, 0, 3860, 26
I0821 15:48:10.596383  5174 battery_inner.cpp:286] 0, 86, 256, 0, 380, 27
I0821 15:48:10.596537  5174 battery_inner.cpp:286] 1, 86, 25621, 0, 3880, 28
I0821 15:48:10.596571  5174 battery_inner.cpp:286] 2, 86, 25617, 0, 3750, 26
I0821 15:48:11.596400  5174 battery_inner.cpp:286] 0, 86, 256, 0, 380, 27
I0821 15:48:11.596447  5174 battery_inner.cpp:286] 1, 86, 25587, 0, 4630, 28
I0821 15:48:11.596457  5174 battery_inner.cpp:286] 2, 86, 25580, 0, 4590, 26
I0821 15:48:12.596388  5174 battery_inner.cpp:286] 0, 86, 254, 0, 560, 27
I0821 15:48:12.596484  5174 battery_inner.cpp:286] 1, 86, 25569, 0, 5650, 28
I0821 15:48:12.596493  5174 battery_inner.cpp:286] 2, 86, 25538, 0, 5580, 26
I0821 15:48:13.596333  5174 battery_inner.cpp:286] 0, 86, 254, 0, 440, 27
I0821 15:48:13.596443  5174 battery_inner.cpp:286] 1, 86, 25592, 0, 4510, 28
I0821 15:48:13.596467  5174 battery_inner.cpp:286] 2, 86, 25588, 0, 4350, 26
I0821 15:48:14.596423  5174 battery_inner.cpp:286] 0, 86, 254, 0, 440, 27
